Global_active_power,Global_active_power,Global_active_power,Global_active_power,Global_active_power,Global_active_power,Global_active_power,Global_active_power,Global_active_power,Global_active_power,Global_active_power,Global_active_power,Global_active_power,Global_active_power,Global_active_power,Global_active_power,Global_active_power,Global_active_power,Global_active_power,Global_active_power,Global_active_power,Global_active_power,Global_active_power,Global_active_power
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
112.94800000000005,200.96400000000003,95.236,99.73200000000001,132.94599999999997,119.80400000000003,78.198,97.20200000000003,113.43400000000004,152.94400000000002,217.734,148.26000000000002,114.95199999999998,99.64600000000002,125.55799999999999,179.12400000000005,199.56200000000004,204.40600000000006,221.82599999999994,174.50400000000002,201.69,182.44599999999997,91.08,26.26400000000001
16.582,18.797999999999995,17.06799999999999,18.59600000000001,61.58,17.61,36.6,147.02599999999998,124.928,97.76000000000003,78.57800000000002,93.716,105.36399999999999,100.92399999999998,103.98199999999997,107.05800000000002,116.958,129.29399999999995,144.152,156.87,183.03400000000002,130.184,104.32800000000003,92.836
50.227999999999994,21.182,19.63399999999999,18.498,19.67,18.400000000000006,47.78000000000001,107.13800000000002,232.74200000000005,97.06599999999999,26.227999999999987,139.298,25.839999999999996,18.028000000000002,18.128,25.282,82.328,126.68999999999996,132.282,110.526,176.43199999999996,86.57199999999997,43.19999999999999,23.022000000000006
27.589999999999993,15.520000000000001,47.06199999999999,18.602000000000004,17.340000000000007,15.76200000000001,17.016,91.59799999999997,175.05600000000004,83.13199999999999,90.61799999999998,173.54399999999995,85.262,85.70400000000001,77.694,16.867999999999995,28.106,34.410000000000004,170.21,194.918,214.528,218.76399999999998,183.53799999999993,142.90599999999995
92.15200000000002,83.87799999999996,76.49400000000001,18.155999999999995,14.804000000000002,17.441999999999997,17.74000000000001,76.82799999999999,93.78200000000002,154.54800000000003,106.06199999999998,31.502,49.148,101.29400000000001,61.43399999999999,18.444000000000003,81.60400000000001,105.15800000000002,146.598,131.828,146.242,58.93599999999996,16.816,16.226000000000003
16.016000000000005,16.320000000000004,16.058000000000007,16.431999999999995,15.855999999999996,48.410000000000004,28.778,103.392,164.66400000000002,113.77800000000003,80.69800000000002,75.154,73.70799999999997,40.31399999999999,48.93399999999998,87.098,94.272,89.808,161.218,236.29000000000002,212.16399999999996,272.92,183.90399999999988,145.15199999999996
101.89399999999996,103.36800000000001,102.046,106.29199999999996,113.49600000000001,133.746,98.96199999999999,241.40199999999996,251.45000000000005,194.784,178.33,189.54,175.72799999999995,204.378,225.478,242.94600000000003,260.94599999999997,327.15199999999993,232.76399999999998,247.07000000000002,250.88400000000007,197.306,259.67600000000004,333.74800000000016
241.68000000000006,196.54200000000006,138.18200000000002,96.406,94.56599999999997,97.914,113.712,88.58399999999999,85.66600000000003,163.54000000000005,160.51999999999995,125.57600000000001,90.0,194.39599999999996,82.29200000000002,185.8100000000001,120.42800000000003,101.19000000000001,30.312,27.242,28.445999999999998,29.042,28.785999999999994,29.18000000000001
59.974000000000004,72.40599999999998,26.28,35.39799999999999,34.72000000000002,37.20599999999999,15.844000000000007,40.608000000000004,156.666,89.60800000000002,114.93999999999996,182.676,174.75599999999997,133.49599999999998,107.024,104.41999999999996,232.37000000000003,124.308,145.384,97.77000000000001,118.62800000000001,230.21199999999996,252.89199999999994,155.53400000000005
145.45600000000002,144.15800000000004,144.65599999999995,146.944,179.55,143.26400000000004,143.292,188.16400000000004,141.95599999999993,212.70400000000015,242.51399999999998,142.41199999999998,147.88200000000003,173.20800000000006,229.59599999999995,157.776,207.04400000000004,200.54,194.80199999999996,182.03999999999996,208.73999999999998,159.504,51.815999999999974,46.09199999999999
28.978,29.607999999999993,28.77,26.647999999999993,28.441999999999993,62.192,28.46400000000001,122.992,129.884,139.738,139.018,78.936,64.704,15.850000000000001,15.83,19.991999999999997,17.808,30.075999999999997,109.46399999999996,104.17600000000003,141.18600000000004,79.78399999999998,65.00999999999999,21.210000000000008
61.11200000000001,16.664000000000005,18.969999999999995,17.928,18.606,17.363999999999997,17.554000000000006,62.599999999999994,152.14400000000003,79.29199999999996,19.563999999999993,16.795999999999992,16.259999999999998,41.918000000000006,108.51399999999995,94.46,93.53800000000003,145.952,152.63400000000001,170.91000000000005,127.00600000000001,302.11999999999995,192.85199999999995,127.88
84.55999999999997,119.64999999999996,129.098,147.16,148.28599999999997,143.16600000000003,146.334,230.32599999999996,221.68600000000006,206.09399999999994,145.35199999999998,83.35000000000002,93.344,102.56,85.11,37.686,19.072,53.544000000000004,113.55799999999999,107.48000000000002,208.31,258.824,219.96199999999996,69.88
17.681999999999995,18.918,16.766000000000005,18.346,18.056000000000004,16.67,54.406000000000006,15.393999999999998,91.004,194.14599999999996,284.19,233.15199999999993,188.70600000000007,137.578,107.396,146.9719999999999,237.334,154.87,231.76200000000003,225.18200000000004,184.5639999999999,122.28000000000002,44.948,42.612000000000016
40.574000000000005,42.96999999999999,43.31599999999998,46.71399999999999,76.666,63.04600000000001,150.08200000000002,201.87,245.07399999999984,163.39199999999994,174.89599999999996,201.57000000000005,231.17800000000003,216.15399999999994,184.878,149.29600000000005,170.27999999999992,165.01600000000005,144.62799999999996,146.05599999999993,145.496,146.61800000000005,158.15999999999997,186.266
153.03799999999998,151.40400000000002,154.94,152.49999999999997,148.54400000000004,148.57400000000004,147.34799999999998,146.832,146.50400000000002,188.768,159.70400000000004,154.56000000000006,156.95200000000003,129.74400000000003,77.664,114.55000000000003,83.406,97.92399999999996,87.71399999999998,43.93800000000002,24.737999999999992,26.03599999999999,26.624000000000002,26.998000000000008
16.712000000000003,19.149999999999995,17.455999999999996,17.765999999999995,18.26600000000001,40.28399999999999,133.16600000000003,183.496,197.83999999999995,123.24800000000003,88.46000000000005,82.31600000000002,36.91200000000001,17.884000000000004,18.593999999999987,17.879999999999992,19.953999999999997,48.324000000000005,154.85600000000005,178.516,127.76799999999996,93.24599999999998,89.96000000000004,82.70599999999999
15.430000000000009,18.484,16.62400000000001,17.196000000000005,16.338000000000005,70.14,21.908,15.78999999999999,17.471999999999994,16.491999999999997,15.104000000000001,17.894000000000002,16.522000000000006,16.182,16.772,16.543999999999986,74.62400000000002,19.13200000000001,16.710000000000004,16.709999999999994,15.007999999999994,18.589999999999993,16.072000000000003,15.826000000000004
